代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元)
512660.SH,国泰中证军工ETF,2016-08-08,--,0.99,1.02,0.98,1.02,230005798,229587030,--,--,0.9982
512660.SH,国泰中证军工ETF,2016-08-09,1.02,1.01,1.02,1.01,1.02,47488032,48117112,-0.00,-0.0983,1.0132
512660.SH,国泰中证军工ETF,2016-08-10,1.02,1.01,1.02,1.01,1.01,36199625,36870948,-0.00,-0.2953,1.0185
512660.SH,国泰中证军工ETF,2016-08-11,1.01,1.01,1.01,0.99,1.00,22093786,22133596,-0.02,-1.6782,1.0018
512660.SH,国泰中证军工ETF,2016-08-12,1.00,1.00,1.00,0.99,1.00,12558430,12520435,0.00,0.5020,0.9970
512660.SH,国泰中证军工ETF,2016-08-15,1.00,1.00,1.03,1.00,1.02,65948162,67194528,0.02,2.0979,1.0189
512660.SH,国泰中证军工ETF,2016-08-16,1.02,1.02,1.03,1.02,1.03,27983838,28829385,0.01,0.6849,1.0302
512660.SH,国泰中证军工ETF,2016-08-17,1.03,1.03,1.05,1.02,1.04,51712630,53800623,0.01,0.9718,1.0404
512660.SH,国泰中证军工ETF,2016-08-18,1.04,1.04,1.04,1.03,1.03,20721800,21404193,-0.01,-0.5775,1.0329
512660.SH,国泰中证军工ETF,2016-08-19,1.03,1.03,1.03,1.02,1.03,20888900,21493500,-0.00,-0.1936,1.0289
512660.SH,国泰中证军工ETF,2016-08-22,1.03,1.03,1.03,1.00,1.00,31964955,32609168,-0.03,-2.5218,1.0202
512660.SH,国泰中证军工ETF,2016-08-23,1.00,1.01,1.02,1.00,1.01,13677818,13838454,0.01,0.4975,1.0117
512660.SH,国泰中证军工ETF,2016-08-24,1.01,1.01,1.02,1.01,1.02,28168723,28680470,0.01,0.7921,1.0182
512660.SH,国泰中证军工ETF,2016-08-25,1.02,1.01,1.01,1.00,1.01,14952300,15015093,-0.01,-0.7859,1.0042
512660.SH,国泰中证军工ETF,2016-08-26,1.01,1.01,1.02,1.01,1.01,16143564,16410496,0.00,0.1980,1.0165
512660.SH,国泰中证军工ETF,2016-08-29,1.01,1.02,1.03,1.01,1.02,24900466,25420845,0.01,0.5929,1.0209
512660.SH,国泰中证军工ETF,2016-08-30,1.02,1.02,1.03,1.01,1.03,30180849,31010077,0.01,0.8841,1.0275
512660.SH,国泰中证军工ETF,2016-08-31,1.03,1.03,1.03,1.01,1.02,15497111,15821022,-0.00,-0.3895,1.0209
512660.SH,国泰中证军工ETF,2016-09-01,1.02,1.02,1.02,1.01,1.01,24694844,25149806,-0.01,-0.9775,1.0184
512660.SH,国泰中证军工ETF,2016-09-02,1.01,1.01,1.01,1.00,1.00,31864700,31982349,-0.01,-1.1846,1.0037
512660.SH,国泰中证军工ETF,2016-09-05,1.00,1.00,1.01,1.00,1.00,19958160,20051567,0.00,0.1998,1.0047
512660.SH,国泰中证军工ETF,2016-09-06,1.00,1.00,1.01,0.99,1.01,22102645,22182544,0.01,0.8973,1.0036
512660.SH,国泰中证军工ETF,2016-09-07,1.01,1.01,1.03,1.01,1.02,45252245,46227488,0.01,0.6917,1.0216
512660.SH,国泰中证军工ETF,2016-09-08,1.02,1.01,1.02,1.01,1.02,14551545,14818161,0.00,0.0981,1.0183
512660.SH,国泰中证军工ETF,2016-09-09,1.02,1.02,1.03,1.02,1.02,12619600,12886893,-0.00,-0.1961,1.0212
512660.SH,国泰中证军工ETF,2016-09-12,1.02,1.01,1.01,0.99,0.99,48813800,48662246,-0.03,-2.5540,0.9969
512660.SH,国泰中证军工ETF,2016-09-13,0.99,0.99,1.00,0.99,0.99,11694500,11573978,0.00,0.2016,0.9897
512660.SH,国泰中证军工ETF,2016-09-14,0.99,0.99,0.99,0.98,0.99,13952500,13771276,-0.01,-0.7042,0.9870
512660.SH,国泰中证军工ETF,2016-09-19,0.99,0.99,0.99,0.99,0.99,12028400,11911356,0.01,0.5066,0.9903
512660.SH,国泰中证军工ETF,2016-09-20,0.99,0.99,0.99,0.98,0.99,11090258,10934959,-0.01,-0.6048,0.9860
512660.SH,国泰中证军工ETF,2016-09-21,0.99,0.99,0.99,0.98,0.99,16981160,16775979,0.00,0.3043,0.9879
512660.SH,国泰中证军工ETF,2016-09-22,0.99,0.99,0.99,0.99,0.99,11750500,11646511,0.00,0.1011,0.9912
512660.SH,国泰中证军工ETF,2016-09-23,0.99,0.99,0.99,0.99,0.99,11460400,11318997,-0.00,-0.3030,0.9877
512660.SH,国泰中证军工ETF,2016-09-26,0.99,0.99,0.99,0.96,0.96,16059900,15627821,-0.03,-2.5329,0.9731
512660.SH,国泰中证军工ETF,2016-09-27,0.96,0.96,0.96,0.95,0.96,17766600,17018406,0.00,0.1040,0.9579
512660.SH,国泰中证军工ETF,2016-09-28,0.96,0.96,0.97,0.96,0.96,9051171,8739632,0.00,0.2077,0.9656
512660.SH,国泰中证军工ETF,2016-09-29,0.96,0.97,0.97,0.96,0.97,7180100,6946255,0.00,0.1036,0.9674
512660.SH,国泰中证军工ETF,2016-09-30,0.97,0.96,0.97,0.96,0.97,6128500,5945786,0.01,0.5176,0.9702
512660.SH,国泰中证军工ETF,2016-10-10,0.97,0.98,1.00,0.97,1.00,18959000,18762253,0.03,2.5747,0.9896
512660.SH,国泰中证军工ETF,2016-10-11,1.00,1.00,1.01,1.00,1.01,18064000,18179000,0.01,1.1044,1.0064
512660.SH,国泰中证军工ETF,2016-10-12,1.01,1.01,1.01,1.00,1.01,8043412,8076032,-0.00,-0.0993,1.0041
512660.SH,国泰中证军工ETF,2016-10-13,1.01,1.00,1.01,1.00,1.01,12452400,12541178,0.00,0.0000,1.0071
512660.SH,国泰中证军工ETF,2016-10-14,1.01,1.01,1.01,0.99,1.01,13008000,13011828,0.00,0.0000,1.0003
512660.SH,国泰中证军工ETF,2016-10-17,1.01,1.01,1.01,0.99,0.99,18744600,18796087,-0.01,-1.3917,1.0027
512660.SH,国泰中证军工ETF,2016-10-18,0.99,0.99,1.00,0.99,1.00,12360800,12344909,0.01,1.3105,0.9987
512660.SH,国泰中证军工ETF,2016-10-19,1.00,1.00,1.01,1.00,1.01,28323200,28558910,0.00,0.2985,1.0083
512660.SH,国泰中证军工ETF,2016-10-20,1.01,1.01,1.01,1.01,1.01,29107200,29471625,-0.00,-0.0992,1.0125
512660.SH,国泰中证军工ETF,2016-10-21,1.01,1.01,1.01,1.00,1.01,10243600,10285736,-0.00,-0.0993,1.0041
512660.SH,国泰中证军工ETF,2016-10-24,1.01,1.01,1.01,1.00,1.01,18047600,18255346,0.01,0.7952,1.0115
512660.SH,国泰中证军工ETF,2016-10-25,1.01,1.01,1.02,1.01,1.01,16260100,16437958,-0.00,-0.1972,1.0109
512660.SH,国泰中证军工ETF,2016-10-26,1.01,1.01,1.01,1.00,1.00,11365275,11426768,-0.01,-0.6917,1.0054
512660.SH,国泰中证军工ETF,2016-10-27,1.00,1.00,1.01,1.00,1.00,26579200,26721040,0.00,0.0000,1.0053
512660.SH,国泰中证军工ETF,2016-10-28,1.00,1.00,1.01,1.00,1.00,23529100,23581123,-0.01,-0.6965,1.0022
512660.SH,国泰中证军工ETF,2016-10-31,1.00,1.00,1.00,0.99,0.99,15766400,15691009,-0.00,-0.3006,0.9952
512660.SH,国泰中证军工ETF,2016-11-01,0.99,1.00,1.00,0.99,1.00,19630700,19588216,0.00,0.3015,0.9978
512660.SH,国泰中证军工ETF,2016-11-02,1.00,1.00,1.00,0.99,0.99,16681500,16620378,-0.00,-0.4008,0.9963
512660.SH,国泰中证军工ETF,2016-11-03,0.99,0.99,1.00,0.99,1.00,25753899,25695739,0.00,0.2012,0.9977
512660.SH,国泰中证军工ETF,2016-11-04,1.00,1.00,1.00,0.99,0.99,19302299,19149763,-0.01,-0.7028,0.9921
512660.SH,国泰中证军工ETF,2016-11-07,0.99,0.99,0.99,0.98,0.98,11900700,11742697,-0.00,-0.4044,0.9867
512660.SH,国泰中证军工ETF,2016-11-08,0.98,0.99,0.99,0.99,0.99,15847100,15694492,0.01,0.6091,0.9904
512660.SH,国泰中证军工ETF,2016-11-09,0.99,0.99,0.99,0.97,0.98,15753800,15503021,-0.01,-0.9082,0.9841
512660.SH,国泰中证军工ETF,2016-11-10,0.98,0.98,0.99,0.98,0.99,13986780,13873211,0.01,1.2220,0.9919
512660.SH,国泰中证军工ETF,2016-11-11,0.99,0.99,1.00,0.99,1.00,17171688,17063246,0.00,0.4024,0.9937
512660.SH,国泰中证军工ETF,2016-11-14,1.00,1.00,1.01,1.00,1.00,15711100,15758181,0.01,0.7014,1.0030
512660.SH,国泰中证军工ETF,2016-11-15,1.00,1.00,1.01,1.00,1.00,15411639,15457108,0.00,0.0000,1.0030
512660.SH,国泰中证军工ETF,2016-11-16,1.00,1.00,1.01,1.00,1.00,15393049,15478614,-0.00,-0.1990,1.0056
512660.SH,国泰中证军工ETF,2016-11-17,1.00,1.00,1.01,1.00,1.01,17699900,17766176,0.00,0.3988,1.0037
512660.SH,国泰中证军工ETF,2016-11-18,1.01,1.00,1.01,1.00,1.00,15680081,15790051,-0.00,-0.3972,1.0070
512660.SH,国泰中证军工ETF,2016-11-21,1.00,1.00,1.01,1.00,1.00,15941200,16013030,0.00,0.0997,1.0045
512660.SH,国泰中证军工ETF,2016-11-22,1.00,1.00,1.01,1.00,1.01,17800300,17894447,0.00,0.3984,1.0053
512660.SH,国泰中证军工ETF,2016-11-23,1.01,1.01,1.02,1.01,1.01,22475393,22736082,0.00,0.2976,1.0116
512660.SH,国泰中证军工ETF,2016-11-24,1.01,1.01,1.01,1.00,1.00,18034492,18111943,-0.01,-1.0880,1.0043
512660.SH,国泰中证军工ETF,2016-11-25,1.00,1.00,1.01,0.99,1.01,16273147,16276656,0.01,0.7000,1.0002
512660.SH,国泰中证军工ETF,2016-11-28,1.01,1.01,1.01,1.01,1.01,15003200,15145065,0.00,0.0993,1.0095
512660.SH,国泰中证军工ETF,2016-11-29,1.01,1.01,1.02,1.01,1.01,18358933,18629926,0.01,0.5952,1.0148
512660.SH,国泰中证军工ETF,2016-11-30,1.01,1.01,1.01,1.00,1.00,16347254,16449139,-0.01,-0.8876,1.0062
512660.SH,国泰中证军工ETF,2016-12-01,1.00,1.01,1.02,1.01,1.02,15125853,15391606,0.01,1.1940,1.0176
512660.SH,国泰中证军工ETF,2016-12-02,1.02,1.02,1.02,1.00,1.00,14907000,15024926,-0.01,-1.3766,1.0079
512660.SH,国泰中证军工ETF,2016-12-05,1.00,1.00,1.02,0.99,1.00,15526200,15672849,0.00,0.0997,1.0094
512660.SH,国泰中证军工ETF,2016-12-06,1.00,1.00,1.01,1.00,1.01,11506175,11583459,0.00,0.2988,1.0067
512660.SH,国泰中证军工ETF,2016-12-07,1.01,1.01,1.02,1.00,1.02,16067300,16231498,0.01,1.2910,1.0102
512660.SH,国泰中证军工ETF,2016-12-08,1.02,1.02,1.02,1.00,1.00,15050800,15199688,-0.02,-1.4706,1.0099
512660.SH,国泰中证军工ETF,2016-12-09,1.00,1.00,1.01,1.00,1.00,16330000,16338004,-0.00,-0.3980,1.0005
512660.SH,国泰中证军工ETF,2016-12-12,1.00,1.00,1.00,0.95,0.96,21730500,21267034,-0.04,-4.0959,0.9787
512660.SH,国泰中证军工ETF,2016-12-13,0.96,0.96,0.98,0.96,0.97,13522451,13053706,0.01,1.2500,0.9653
512660.SH,国泰中证军工ETF,2016-12-14,0.97,0.97,0.99,0.96,0.98,12875679,12598412,0.01,0.6173,0.9785
512660.SH,国泰中证军工ETF,2016-12-15,0.98,0.97,1.00,0.97,0.99,17641879,17522951,0.01,0.9202,0.9933
512660.SH,国泰中证军工ETF,2016-12-16,0.99,0.99,0.99,0.98,0.98,10358916,10185761,-0.00,-0.3040,0.9833
512660.SH,国泰中证军工ETF,2016-12-19,0.98,0.98,0.99,0.98,0.98,10293200,10081870,-0.00,-0.3049,0.9795
512660.SH,国泰中证军工ETF,2016-12-20,0.98,0.98,0.98,0.97,0.97,13784100,13430707,-0.01,-0.6116,0.9744
512660.SH,国泰中证军工ETF,2016-12-21,0.97,0.98,1.00,0.98,0.99,15391700,15193384,0.02,1.7436,0.9871
512660.SH,国泰中证军工ETF,2016-12-22,0.99,0.99,0.99,0.99,0.99,13206951,13087003,0.00,0.0000,0.9909
512660.SH,国泰中证军工ETF,2016-12-23,0.99,0.99,1.00,0.99,0.99,12591198,12525658,-0.00,-0.2016,0.9948
512660.SH,国泰中证军工ETF,2016-12-26,0.99,0.99,0.99,0.97,0.99,12398498,12181917,0.00,0.2020,0.9825
512660.SH,国泰中证军工ETF,2016-12-27,0.99,0.99,0.99,0.99,0.99,10120800,10023456,-0.00,-0.4032,0.9904
512660.SH,国泰中证军工ETF,2016-12-28,0.99,0.99,0.99,0.98,0.98,16627567,16426112,-0.00,-0.3036,0.9879
512660.SH,国泰中证军工ETF,2016-12-29,0.98,0.98,0.99,0.98,0.98,13022567,12801191,-0.00,-0.1015,0.9830
512660.SH,国泰中证军工ETF,2016-12-30,0.98,0.98,0.98,0.98,0.98,11806600,11578931,-0.01,-0.6098,0.9807
512660.SH,国泰中证军工ETF,2017-01-03,0.98,0.98,1.00,0.98,1.00,20997300,20980619,0.03,2.6585,0.9992
512660.SH,国泰中证军工ETF,2017-01-04,1.00,1.00,1.01,1.00,1.01,10507664,10591667,0.01,0.8964,1.0080
512660.SH,国泰中证军工ETF,2017-01-05,1.01,1.01,1.03,1.01,1.02,30120700,30642126,0.01,1.0859,1.0173
512660.SH,国泰中证军工ETF,2017-01-06,1.02,1.02,1.03,1.02,1.02,15057484,15400022,-0.01,-0.6836,1.0227
512660.SH,国泰中证军工ETF,2017-01-09,1.02,1.02,1.05,1.01,1.05,26096638,27065696,0.03,3.0482,1.0371
512660.SH,国泰中证军工ETF,2017-01-10,1.05,1.05,1.05,1.03,1.03,21233129,22128954,-0.01,-1.2405,1.0422
512660.SH,国泰中证军工ETF,2017-01-11,1.03,1.04,1.05,1.03,1.04,12654729,13141985,0.00,0.0966,1.0385
512660.SH,国泰中证军工ETF,2017-01-12,1.04,1.04,1.04,1.02,1.02,12074220,12386777,-0.02,-1.4479,1.0259
512660.SH,国泰中证军工ETF,2017-01-13,1.02,1.02,1.03,1.00,1.01,14757100,14999229,-0.01,-1.0774,1.0164
512660.SH,国泰中证军工ETF,2017-01-16,1.01,1.01,1.01,0.95,0.98,31853829,31268343,-0.03,-2.8713,0.9816
512660.SH,国泰中证军工ETF,2017-01-17,0.98,0.98,1.00,0.97,1.00,19812300,19546467,0.02,1.5291,0.9866
512660.SH,国泰中证军工ETF,2017-01-18,1.00,0.99,1.00,0.99,0.99,8754800,8711616,-0.00,-0.4016,0.9951
512660.SH,国泰中证军工ETF,2017-01-19,0.99,0.99,0.99,0.98,0.98,8794500,8654062,-0.01,-1.1089,0.9840
512660.SH,国泰中证军工ETF,2017-01-20,0.98,0.98,1.00,0.98,0.99,11702600,11608495,0.01,1.4271,0.9920
512660.SH,国泰中证军工ETF,2017-01-23,0.99,1.00,1.02,1.00,1.01,14172800,14372043,0.02,1.8090,1.0141
512660.SH,国泰中证军工ETF,2017-01-24,1.01,1.01,1.01,1.00,1.01,10663974,10764252,-0.00,-0.4936,1.0094
512660.SH,国泰中证军工ETF,2017-01-25,1.01,1.01,1.01,1.00,1.01,11378200,11449402,0.00,0.0000,1.0063
512660.SH,国泰中证军工ETF,2017-01-26,1.01,1.01,1.02,1.01,1.02,11383400,11553802,0.01,1.0913,1.0150
512660.SH,国泰中证军工ETF,2017-02-03,1.02,1.02,1.03,1.01,1.02,8836100,9042515,0.00,0.3925,1.0234
512660.SH,国泰中证军工ETF,2017-02-06,1.02,1.02,1.03,1.02,1.03,14157240,14522485,0.01,0.9775,1.0258
512660.SH,国泰中证军工ETF,2017-02-07,1.03,1.03,1.03,1.02,1.02,11096900,11347177,-0.01,-0.9681,1.0226
512660.SH,国泰中证军工ETF,2017-02-08,1.02,1.02,1.04,1.02,1.04,14716400,15205681,0.02,1.9550,1.0332
512660.SH,国泰中证军工ETF,2017-02-09,1.04,1.04,1.04,1.04,1.04,10480900,10908243,0.00,0.0000,1.0408
512660.SH,国泰中证军工ETF,2017-02-10,1.04,1.04,1.04,1.03,1.04,11565600,12002077,-0.01,-0.6711,1.0377
512660.SH,国泰中证军工ETF,2017-02-13,1.04,1.04,1.04,1.03,1.04,10519500,10885590,0.00,0.0965,1.0348
512660.SH,国泰中证军工ETF,2017-02-14,1.04,1.04,1.04,1.03,1.03,10285200,10638571,-0.00,-0.2893,1.0344
512660.SH,国泰中证军工ETF,2017-02-15,1.03,1.03,1.03,1.02,1.02,13744100,14051542,-0.01,-1.3540,1.0224
512660.SH,国泰中证军工ETF,2017-02-16,1.02,1.02,1.03,1.02,1.02,12944300,13252985,0.00,0.4902,1.0238
512660.SH,国泰中证军工ETF,2017-02-17,1.02,1.02,1.03,1.02,1.03,15093140,15530510,0.01,0.5854,1.0290
512660.SH,国泰中证军工ETF,2017-02-20,1.03,1.03,1.04,1.03,1.04,11756664,12149742,0.01,0.6790,1.0334
512660.SH,国泰中证军工ETF,2017-02-21,1.04,1.03,1.04,1.03,1.04,12738864,13193398,0.00,0.2890,1.0357
512660.SH,国泰中证军工ETF,2017-02-22,1.04,1.04,1.04,1.03,1.04,8585633,8902906,-0.00,-0.3842,1.0370
512660.SH,国泰中证军工ETF,2017-02-23,1.04,1.03,1.04,1.03,1.03,8487600,8744217,-0.01,-0.5786,1.0302
512660.SH,国泰中证军工ETF,2017-02-24,1.03,1.03,1.04,1.03,1.04,11315100,11736282,0.01,0.9699,1.0372
512660.SH,国泰中证军工ETF,2017-02-27,1.04,1.04,1.04,1.03,1.03,10369400,10738487,-0.01,-0.8646,1.0356
512660.SH,国泰中证军工ETF,2017-02-28,1.03,1.03,1.04,1.03,1.03,11590900,11981745,0.00,0.2907,1.0337
512660.SH,国泰中证军工ETF,2017-03-01,1.03,1.03,1.05,1.03,1.04,9680334,10103284,0.01,0.8696,1.0437
512660.SH,国泰中证军工ETF,2017-03-02,1.04,1.04,1.05,1.04,1.04,12145834,12629766,-0.01,-0.6705,1.0398
512660.SH,国泰中证军工ETF,2017-03-03,1.04,1.04,1.05,1.03,1.04,9687000,10107934,0.01,0.5786,1.0435
512660.SH,国泰中证军工ETF,2017-03-06,1.04,1.04,1.06,1.04,1.06,14564734,15319913,0.01,1.3423,1.0518
512660.SH,国泰中证军工ETF,2017-03-07,1.06,1.06,1.06,1.05,1.05,11130400,11714842,-0.00,-0.2838,1.0525
512660.SH,国泰中证军工ETF,2017-03-08,1.05,1.05,1.07,1.05,1.06,14951900,15878568,0.00,0.2846,1.0620
512660.SH,国泰中证军工ETF,2017-03-09,1.06,1.06,1.06,1.04,1.05,9805800,10267827,-0.01,-1.0407,1.0471
512660.SH,国泰中证军工ETF,2017-03-10,1.05,1.04,1.05,1.04,1.04,9085700,9478537,-0.01,-0.5736,1.0432
512660.SH,国泰中证军工ETF,2017-03-13,1.04,1.04,1.05,1.04,1.05,9006600,9425440,0.01,0.8654,1.0465
512660.SH,国泰中证军工ETF,2017-03-14,1.05,1.05,1.05,1.05,1.05,10859300,11400951,-0.00,-0.0953,1.0499
512660.SH,国泰中证军工ETF,2017-03-15,1.05,1.05,1.05,1.04,1.04,9872230,10285365,-0.01,-0.6679,1.0418
512660.SH,国泰中证军工ETF,2017-03-16,1.04,1.04,1.05,1.04,1.05,11235900,11756690,0.01,0.8646,1.0464
512660.SH,国泰中证军工ETF,2017-03-17,1.05,1.05,1.05,1.04,1.04,13087000,13744691,-0.01,-0.7619,1.0503
512660.SH,国泰中证军工ETF,2017-03-20,1.04,1.04,1.04,1.03,1.04,9610437,9978914,-0.00,-0.0960,1.0383
512660.SH,国泰中证军工ETF,2017-03-21,1.04,1.04,1.04,1.04,1.04,9784400,10158922,-0.00,-0.0961,1.0383
512660.SH,国泰中证军工ETF,2017-03-22,1.04,1.04,1.04,1.03,1.03,12315000,12704123,-0.01,-1.0577,1.0316
512660.SH,国泰中证军工ETF,2017-03-23,1.03,1.03,1.04,1.02,1.04,17581134,18152932,0.01,0.6803,1.0325
512660.SH,国泰中证军工ETF,2017-03-24,1.04,1.03,1.04,1.03,1.04,11404750,11818143,0.00,0.4826,1.0362
512660.SH,国泰中证军工ETF,2017-03-27,1.04,1.04,1.05,1.04,1.05,10185600,10646752,0.01,0.5764,1.0453
512660.SH,国泰中证军工ETF,2017-03-28,1.05,1.05,1.05,1.04,1.04,8294700,8667296,-0.00,-0.3820,1.0449
512660.SH,国泰中证军工ETF,2017-03-29,1.04,1.04,1.05,1.04,1.04,8654688,9044349,0.00,0.0000,1.0450
512660.SH,国泰中证军工ETF,2017-03-30,1.04,1.04,1.04,1.02,1.02,10721500,11036007,-0.02,-1.8217,1.0293
512660.SH,国泰中证军工ETF,2017-03-31,1.02,1.02,1.05,1.02,1.04,11127500,11595395,0.02,1.9531,1.0420
512660.SH,国泰中证军工ETF,2017-04-05,1.04,1.04,1.06,1.04,1.06,10637700,11183085,0.01,1.3410,1.0513
512660.SH,国泰中证军工ETF,2017-04-06,1.06,1.05,1.06,1.05,1.06,8527700,9018531,-0.00,-0.0945,1.0576
512660.SH,国泰中证军工ETF,2017-04-07,1.06,1.06,1.08,1.06,1.07,10808200,11561389,0.01,1.2299,1.0697
512660.SH,国泰中证军工ETF,2017-04-10,1.07,1.09,1.10,1.06,1.07,29937800,32101667,0.00,0.1869,1.0723
512660.SH,国泰中证军工ETF,2017-04-11,1.07,1.08,1.13,1.07,1.12,45794300,50614345,0.05,4.2910,1.1053
512660.SH,国泰中证军工ETF,2017-04-12,1.12,1.13,1.15,1.10,1.10,105429200,117590505,-0.01,-1.2522,1.1154
512660.SH,国泰中证军工ETF,2017-04-13,1.10,1.09,1.10,1.09,1.09,20685400,22639181,-0.01,-0.8152,1.0945
512660.SH,国泰中证军工ETF,2017-04-14,1.09,1.10,1.11,1.08,1.08,33222760,36389747,-0.01,-1.0046,1.0953
512660.SH,国泰中证军工ETF,2017-04-17,1.08,1.08,1.08,1.05,1.05,22291260,23599160,-0.03,-2.8598,1.0587
512660.SH,国泰中证军工ETF,2017-04-18,1.05,1.05,1.06,1.04,1.04,18550900,19518723,-0.01,-0.8547,1.0522
512660.SH,国泰中证军工ETF,2017-04-19,1.04,1.05,1.05,1.02,1.03,22667200,23358160,-0.02,-1.5326,1.0305
512660.SH,国泰中证军工ETF,2017-04-20,1.03,1.03,1.03,1.01,1.02,16596600,16987584,-0.00,-0.2918,1.0236
512660.SH,国泰中证军工ETF,2017-04-21,1.02,1.03,1.03,1.01,1.01,20578100,21001127,-0.01,-0.9756,1.0206
512660.SH,国泰中证军工ETF,2017-04-24,1.01,1.02,1.02,0.99,0.99,29549600,29453077,-0.03,-2.6601,0.9967
512660.SH,国泰中证军工ETF,2017-04-25,0.99,0.99,1.00,0.97,1.00,23988100,23700642,0.01,0.9109,0.9880
512660.SH,国泰中证军工ETF,2017-04-26,1.00,1.00,1.00,0.98,0.99,23558900,23341054,-0.01,-1.0030,0.9908
512660.SH,国泰中证军工ETF,2017-04-27,0.99,0.99,0.99,0.95,0.98,41582000,40274206,-0.01,-0.8105,0.9685
512660.SH,国泰中证军工ETF,2017-04-28,0.98,0.98,0.99,0.98,0.99,17389200,17073351,0.01,0.8172,0.9818
512660.SH,国泰中证军工ETF,2017-05-02,0.99,0.99,0.99,0.98,0.98,8864600,8675454,-0.01,-0.8105,0.9787
512660.SH,国泰中证军工ETF,2017-05-03,0.98,0.98,0.99,0.97,0.98,11112300,10884483,0.00,0.2043,0.9795
512660.SH,国泰中证军工ETF,2017-05-04,0.98,0.98,0.98,0.96,0.96,11415700,11065001,-0.02,-1.6310,0.9693
512660.SH,国泰中证军工ETF,2017-05-05,0.96,0.96,0.97,0.94,0.94,24116600,22938216,-0.03,-2.6943,0.9511
512660.SH,国泰中证军工ETF,2017-05-08,0.94,0.94,0.94,0.90,0.90,21659900,19838551,-0.04,-3.8339,0.9159
512660.SH,国泰中证军工ETF,2017-05-09,0.90,0.90,0.91,0.90,0.91,18233000,16471623,0.01,0.8859,0.9034
